# Created by CAVA ensembl_db 2.0.13 based on Ensembl release 75
#GENEID	SYMBOL	Transcript	Protein
ENSG00000186092	OR4F5	ENST00000335137	ENSP00000334393
ENSG00000198015	MRPL42	ENST00000548545	ENSP00000473958
ENSG00000120833	SOCS2	ENST00000340600	ENSP00000339428
ENSG00000120833	SOCS2	ENST00000549206	ENSP00000448815
ENSG00000120833	SOCS2	ENST00000536696	ENSP00000442898
ENSG00000120833	SOCS2	ENST00000549122	ENSP00000447161
ENSG00000120833	SOCS2	ENST00000548537	ENSP00000448709
ENSG00000120833	SOCS2	ENST00000551556	ENSP00000449227
ENSG00000169372	CRADD	ENST00000552983	ENSP00000449570
ENSG00000169372	CRADD	ENST00000332896	ENSP00000327647
ENSG00000169372	CRADD	ENST00000552033	ENSP00000449664
ENSG00000169372	CRADD	ENST00000548483	ENSP00000448685
ENSG00000169372	CRADD	ENST00000542893	ENSP00000439068
ENSG00000169372	CRADD	ENST00000541813	ENSP00000442624
ENSG00000136040	PLXNC1	ENST00000258526	ENSP00000258526
ENSG00000136040	PLXNC1	ENST00000547057	ENSP00000446720
ENSG00000136040	PLXNC1	ENST00000545312	ENSP00000439225
ENSG00000258365	RP11-1105G2.3	ENST00000551941	ENSP00000449956
ENSG00000173588	CCDC41	ENST00000397809	ENSP00000380911
ENSG00000173588	CCDC41	ENST00000339839	ENSP00000344655
ENSG00000173588	CCDC41	ENST00000397807	ENSP00000380909
ENSG00000173588	CCDC41	ENST00000547575	ENSP00000448913
ENSG00000057704	TMCC3	ENST00000261226	ENSP00000261226
ENSG00000057704	TMCC3	ENST00000551457	ENSP00000449888
ENSG00000184752	NDUFA12	ENST00000547157	ENSP00000448846
ENSG00000184752	NDUFA12	ENST00000327772	ENSP00000330737
ENSG00000184752	NDUFA12	ENST00000547986	ENSP00000450130
ENSG00000120798	NR2C1	ENST00000333003	ENSP00000333275
ENSG00000120798	NR2C1	ENST00000393101	ENSP00000376813
ENSG00000120798	NR2C1	ENST00000330677	ENSP00000328843
ENSG00000180263	FGD6	ENST00000343958	ENSP00000344446
ENSG00000180263	FGD6	ENST00000546711	ENSP00000450342
ENSG00000028203	VEZT	ENST00000436874	ENSP00000410083
ENSG00000028203	VEZT	ENST00000261219	ENSP00000261219
ENSG00000111142	METAP2	ENST00000323666	ENSP00000325312
ENSG00000111142	METAP2	ENST00000546753	ENSP00000448169
ENSG00000111142	METAP2	ENST00000261220	ENSP00000261220
ENSG00000111142	METAP2	ENST00000550777	ENSP00000448614
ENSG00000111142	METAP2	ENST00000551840	ENSP00000450063
ENSG00000136014	USP44	ENST00000258499	ENSP00000258499
ENSG00000136014	USP44	ENST00000393091	ENSP00000376806
ENSG00000136014	USP44	ENST00000552440	ENSP00000448670
ENSG00000136014	USP44	ENST00000537435	ENSP00000442629
ENSG00000074527	NTN4	ENST00000343702	ENSP00000340998
ENSG00000074527	NTN4	ENST00000344911	ENSP00000339436
ENSG00000074527	NTN4	ENST00000538383	ENSP00000444432
ENSG00000074527	NTN4	ENST00000553059	ENSP00000447292
ENSG00000258292	RP11-536G4.1	ENST00000553095	ENSP00000448336
ENSG00000139343	SNRPF	ENST00000266735	ENSP00000266735
ENSG00000139343	SNRPF	ENST00000553192	ENSP00000447751
ENSG00000139343	SNRPF	ENST00000552085	ENSP00000447127
ENSG00000165972	CCDC38	ENST00000344280	ENSP00000345470
ENSG00000165972	CCDC38	ENST00000546386	ENSP00000448644
ENSG00000139344	AMDHD1	ENST00000266736	ENSP00000266736
ENSG00000084110	HAL	ENST00000261208	ENSP00000261208
ENSG00000084110	HAL	ENST00000541929	ENSP00000446364
ENSG00000084110	HAL	ENST00000538703	ENSP00000440861
ENSG00000111144	LTA4H	ENST00000228740	ENSP00000228740
ENSG00000111144	LTA4H	ENST00000552789	ENSP00000449958
ENSG00000111144	LTA4H	ENST00000413268	ENSP00000395051
ENSG00000111145	ELK3	ENST00000228741	ENSP00000228741
ENSG00000111145	ELK3	ENST00000552142	ENSP00000449430
ENSG00000059758	CDK17	ENST00000261211	ENSP00000261211
ENSG00000059758	CDK17	ENST00000543119	ENSP00000444459
ENSG00000059758	CDK17	ENST00000542666	ENSP00000442926
ENSG00000188596	C12orf55	ENST00000524981	ENSP00000431759
ENSG00000139350	NEDD1	ENST00000266742	ENSP00000266742
ENSG00000139350	NEDD1	ENST00000429527	ENSP00000404978
ENSG00000139350	NEDD1	ENST00000411739	ENSP00000411307
ENSG00000139350	NEDD1	ENST00000557644	ENSP00000451211
ENSG00000139350	NEDD1	ENST00000457368	ENSP00000407964
ENSG00000245017	RP11-181C3.1	ENST00000501499	ENSP00000450773
ENSG00000120802	TMPO	ENST00000556029	ENSP00000450627
ENSG00000120802	TMPO	ENST00000343315	ENSP00000340251
ENSG00000120802	TMPO	ENST00000266732	ENSP00000266732
ENSG00000120802	TMPO	ENST00000393053	ENSP00000376773
ENSG00000120802	TMPO	ENST00000261210	ENSP00000261210
ENSG00000075415	SLC25A3	ENST00000401722	ENSP00000383898
ENSG00000075415	SLC25A3	ENST00000188376	ENSP00000188376
ENSG00000075415	SLC25A3	ENST00000228318	ENSP00000228318
ENSG00000075415	SLC25A3	ENST00000551917	ENSP00000447310
ENSG00000075415	SLC25A3	ENST00000552981	ENSP00000448708
ENSG00000075415	SLC25A3	ENST00000551265	ENSP00000448969
ENSG00000075415	SLC25A3	ENST00000547534	ENSP00000449793
ENSG00000075415	SLC25A3	ENST00000549338	ENSP00000447740
ENSG00000075415	SLC25A3	ENST00000548847	ENSP00000449166
ENSG00000166130	IKBIP	ENST00000393042	ENSP00000376762
ENSG00000166130	IKBIP	ENST00000342502	ENSP00000343471
ENSG00000166130	IKBIP	ENST00000420861	ENSP00000398023
ENSG00000166130	IKBIP	ENST00000299157	ENSP00000299157
ENSG00000120868	APAF1	ENST00000551964	ENSP00000448165
ENSG00000120868	APAF1	ENST00000359972	ENSP00000353059
ENSG00000120868	APAF1	ENST00000357310	ENSP00000349862
ENSG00000120868	APAF1	ENST00000339433	ENSP00000341830
ENSG00000120868	APAF1	ENST00000333991	ENSP00000334558
ENSG00000120868	APAF1	ENST00000547743	ENSP00000450175
ENSG00000120868	APAF1	ENST00000552268	ENSP00000448826
ENSG00000120868	APAF1	ENST00000550527	ENSP00000448449
ENSG00000120868	APAF1	ENST00000547045	ENSP00000449791
ENSG00000120868	APAF1	ENST00000549007	ENSP00000448161
ENSG00000185046	ANKS1B	ENST00000341752	ENSP00000345510
ENSG00000185046	ANKS1B	ENST00000549558	ENSP00000448993
ENSG00000185046	ANKS1B	ENST00000547776	ENSP00000449629
ENSG00000185046	ANKS1B	ENST00000547010	ENSP00000448512
ENSG00000185046	ANKS1B	ENST00000329257	ENSP00000331381
ENSG00000185046	ANKS1B	ENST00000550693	ENSP00000447999
ENSG00000185046	ANKS1B	ENST00000549025	ENSP00000447312
ENSG00000185046	ANKS1B	ENST00000549493	ENSP00000448203
ENSG00000185046	ANKS1B	ENST00000547446	ENSP00000450015
ENSG00000185046	ANKS1B	ENST00000333732	ENSP00000331256
ENSG00000185046	ANKS1B	ENST00000546568	ENSP00000448205
ENSG00000185046	ANKS1B	ENST00000332712	ENSP00000332683
ENSG00000185046	ANKS1B	ENST00000546960	ENSP00000447839
ENSG00000180219	FAM71C	ENST00000324341	ENSP00000315247
ENSG00000111647	UHRF1BP1L	ENST00000279907	ENSP00000279907
ENSG00000111647	UHRF1BP1L	ENST00000545232	ENSP00000444824
ENSG00000111647	UHRF1BP1L	ENST00000356828	ENSP00000349285
ENSG00000075089	ACTR6	ENST00000188312	ENSP00000188312
ENSG00000075089	ACTR6	ENST00000546902	ENSP00000448669
ENSG00000075089	ACTR6	ENST00000552376	ENSP00000447237
ENSG00000075089	ACTR6	ENST00000551617	ENSP00000448356
ENSG00000166153	DEPDC4	ENST00000416321	ENSP00000396234
ENSG00000136021	SCYL2	ENST00000360820	ENSP00000354061
ENSG00000179520	SLC17A8	ENST00000323346	ENSP00000316909
ENSG00000179520	SLC17A8	ENST00000392989	ENSP00000376715
ENSG00000012504	NR1H4	ENST00000548884	ENSP00000448506
ENSG00000012504	NR1H4	ENST00000392986	ENSP00000376712
ENSG00000012504	NR1H4	ENST00000549996	ENSP00000448978
ENSG00000012504	NR1H4	ENST00000546380	ENSP00000446760
ENSG00000012504	NR1H4	ENST00000551379	ENSP00000447149
ENSG00000012504	NR1H4	ENST00000188403	ENSP00000188403
ENSG00000139354	GAS2L3	ENST00000266754	ENSP00000266754
ENSG00000139354	GAS2L3	ENST00000547754	ENSP00000448955
ENSG00000139354	GAS2L3	ENST00000537247	ENSP00000442406
ENSG00000139354	GAS2L3	ENST00000539410	ENSP00000439672
ENSG00000151572	ANO4	ENST00000538618	ENSP00000443751
ENSG00000151572	ANO4	ENST00000392979	ENSP00000376705
ENSG00000151572	ANO4	ENST00000299222	ENSP00000299222
ENSG00000151572	ANO4	ENST00000392977	ENSP00000376703
ENSG00000151572	ANO4	ENST00000550015	ENSP00000450192
ENSG00000256870	SLC5A8	ENST00000536262	ENSP00000445340
ENSG00000120800	UTP20	ENST00000261637	ENSP00000261637
ENSG00000120805	ARL1	ENST00000261636	ENSP00000261636
ENSG00000120805	ARL1	ENST00000539055	ENSP00000439590
ENSG00000120805	ARL1	ENST00000536227	ENSP00000441808
ENSG00000120805	ARL1	ENST00000551688	ENSP00000447405
ENSG00000120805	ARL1	ENST00000551828	ENSP00000448850
ENSG00000120805	ARL1	ENST00000551671	ENSP00000448912
ENSG00000166211	SPIC	ENST00000551346	ENSP00000448580
ENSG00000166211	SPIC	ENST00000299272	ENSP00000299272
ENSG00000196091	MYBPC1	ENST00000547405	ENSP00000448175
ENSG00000196091	MYBPC1	ENST00000452455	ENSP00000400908
ENSG00000196091	MYBPC1	ENST00000441232	ENSP00000388989
ENSG00000196091	MYBPC1	ENST00000360610	ENSP00000353822
ENSG00000196091	MYBPC1	ENST00000392934	ENSP00000376665
ENSG00000196091	MYBPC1	ENST00000547509	ENSP00000447362
ENSG00000196091	MYBPC1	ENST00000361685	ENSP00000354845
ENSG00000196091	MYBPC1	ENST00000549145	ENSP00000447660
ENSG00000196091	MYBPC1	ENST00000553190	ENSP00000447900
ENSG00000196091	MYBPC1	ENST00000545503	ENSP00000440034
ENSG00000196091	MYBPC1	ENST00000536007	ENSP00000446128
ENSG00000196091	MYBPC1	ENST00000541119	ENSP00000442847
ENSG00000196091	MYBPC1	ENST00000361466	ENSP00000354849
ENSG00000196091	MYBPC1	ENST00000551300	ENSP00000447116
ENSG00000196091	MYBPC1	ENST00000550270	ENSP00000449702
ENSG00000111666	CHPT1	ENST00000229266	ENSP00000229266
ENSG00000111666	CHPT1	ENST00000549872	ENSP00000448766
ENSG00000139351	SYCP3	ENST00000266743	ENSP00000266743
ENSG00000139351	SYCP3	ENST00000392927	ENSP00000376658
ENSG00000139351	SYCP3	ENST00000392924	ENSP00000376655
ENSG00000111670	GNPTAB	ENST00000299314	ENSP00000299314
ENSG00000111670	GNPTAB	ENST00000549940	ENSP00000449150
ENSG00000111670	GNPTAB	ENST00000392919	ENSP00000376651
ENSG00000111670	GNPTAB	ENST00000549165	ENSP00000450413
ENSG00000136048	DRAM1	ENST00000258534	ENSP00000258534
ENSG00000136048	DRAM1	ENST00000544152	ENSP00000445827
ENSG00000120860	CCDC53	ENST00000240079	ENSP00000240079
ENSG00000120860	CCDC53	ENST00000545679	ENSP00000443857
ENSG00000075188	NUP37	ENST00000552283	ENSP00000448054
ENSG00000075188	NUP37	ENST00000251074	ENSP00000251074
ENSG00000185480	PARPBP	ENST00000378128	ENSP00000367368
ENSG00000185480	PARPBP	ENST00000327680	ENSP00000332915
ENSG00000185480	PARPBP	ENST00000541394	ENSP00000440850
ENSG00000185480	PARPBP	ENST00000543784	ENSP00000444576
ENSG00000185480	PARPBP	ENST00000537257	ENSP00000442549
ENSG00000185480	PARPBP	ENST00000358383	ENSP00000351153
ENSG00000185480	PARPBP	ENST00000392911	ENSP00000376643
ENSG00000183395	PMCH	ENST00000329406	ENSP00000332225
ENSG00000017427	IGF1	ENST00000456098	ENSP00000394999
ENSG00000017427	IGF1	ENST00000337514	ENSP00000337612
ENSG00000017427	IGF1	ENST00000392904	ENSP00000376637
ENSG00000017427	IGF1	ENST00000424202	ENSP00000416811
ENSG00000017427	IGF1	ENST00000307046	ENSP00000302665
ENSG00000171759	PAH	ENST00000553106	ENSP00000448059
ENSG00000171759	PAH	ENST00000307000	ENSP00000303500
ENSG00000139352	ASCL1	ENST00000266744	ENSP00000266744
ENSG00000257860	RP11-552I14.1	ENST00000547418	ENSP00000447064
ENSG00000179088	C12orf42	ENST00000315192	ENSP00000324984
ENSG00000179088	C12orf42	ENST00000548883	ENSP00000447908
ENSG00000179088	C12orf42	ENST00000548048	ENSP00000449362
ENSG00000179088	C12orf42	ENST00000378113	ENSP00000367353
ENSG00000136011	STAB2	ENST00000388887	ENSP00000373539
ENSG00000111696	NT5DC3	ENST00000392876	ENSP00000376615
ENSG00000257327	RP11-650K20.3	ENST00000551650	ENSP00000448840
ENSG00000166598	HSP90B1	ENST00000299767	ENSP00000299767
ENSG00000204954	C12orf73	ENST00000378090	ENSP00000367330
ENSG00000204954	C12orf73	ENST00000547975	ENSP00000447452
ENSG00000204954	C12orf73	ENST00000549478	ENSP00000448771
ENSG00000204954	C12orf73	ENST00000553183	ENSP00000446981
ENSG00000204954	C12orf73	ENST00000547945	ENSP00000449839
ENSG00000204954	C12orf73	ENST00000552940	ENSP00000448863
ENSG00000204954	C12orf73	ENST00000546819	ENSP00000447403
ENSG00000204954	C12orf73	ENST00000546540	ENSP00000447827
ENSG00000139372	TDG	ENST00000392872	ENSP00000376611
ENSG00000139372	TDG	ENST00000266775	ENSP00000266775
ENSG00000139372	TDG	ENST00000544861	ENSP00000445899
ENSG00000139372	TDG	ENST00000542036	ENSP00000439054
ENSG00000120820	GLT8D2	ENST00000360814	ENSP00000354053
ENSG00000120820	GLT8D2	ENST00000546436	ENSP00000449750
ENSG00000120820	GLT8D2	ENST00000548660	ENSP00000447450
ENSG00000120820	GLT8D2	ENST00000547583	ENSP00000448065
ENSG00000111727	HCFC2	ENST00000229330	ENSP00000229330
ENSG00000120837	NFYB	ENST00000240055	ENSP00000240055
ENSG00000120837	NFYB	ENST00000551727	ENSP00000447486
ENSG00000198431	TXNRD1	ENST00000525566	ENSP00000434516
ENSG00000198431	TXNRD1	ENST00000429002	ENSP00000412045
ENSG00000198431	TXNRD1	ENST00000503506	ENSP00000421934
ENSG00000198431	TXNRD1	ENST00000526691	ENSP00000435929
ENSG00000198431	TXNRD1	ENST00000388854	ENSP00000373506
ENSG00000198431	TXNRD1	ENST00000354940	ENSP00000347020
ENSG00000198431	TXNRD1	ENST00000526390	ENSP00000435123
ENSG00000198431	TXNRD1	ENST00000529546	ENSP00000434919
ENSG00000198431	TXNRD1	ENST00000540716	ENSP00000442709
ENSG00000198431	TXNRD1	ENST00000524698	ENSP00000433425
ENSG00000198431	TXNRD1	ENST00000542918	ENSP00000440978
ENSG00000198431	TXNRD1	ENST00000378070	ENSP00000367310
ENSG00000198431	TXNRD1	ENST00000397736	ENSP00000380844
ENSG00000198431	TXNRD1	ENST00000427956	ENSP00000393328
ENSG00000198431	TXNRD1	ENST00000526950	ENSP00000432812
ENSG00000255150	EID3	ENST00000527879	ENSP00000435619
ENSG00000171310	CHST11	ENST00000547956	ENSP00000449093
ENSG00000171310	CHST11	ENST00000549260	ENSP00000450004
ENSG00000171310	CHST11	ENST00000303694	ENSP00000305725
ENSG00000171310	CHST11	ENST00000546689	ENSP00000448678
ENSG00000136052	SLC41A2	ENST00000258538	ENSP00000258538
ENSG00000151131	C12orf45	ENST00000552951	ENSP00000447057
ENSG00000151131	C12orf45	ENST00000280749	ENSP00000280749
ENSG00000136010	ALDH1L2	ENST00000258494	ENSP00000258494
ENSG00000136010	ALDH1L2	ENST00000424857	ENSP00000389608
ENSG00000136051	KIAA1033	ENST00000332180	ENSP00000328062
ENSG00000136044	APPL2	ENST00000258530	ENSP00000258530
ENSG00000136044	APPL2	ENST00000539978	ENSP00000444472
ENSG00000136044	APPL2	ENST00000546731	ENSP00000447828
ENSG00000136044	APPL2	ENST00000551662	ENSP00000446917
ENSG00000235162	C12orf75	ENST00000443585	ENSP00000448536
ENSG00000235162	C12orf75	ENST00000552457	ENSP00000447440
ENSG00000235162	C12orf75	ENST00000549893	ENSP00000449096
ENSG00000074590	NUAK1	ENST00000261402	ENSP00000261402
ENSG00000136026	CKAP4	ENST00000378026	ENSP00000367265
ENSG00000166046	TCP11L2	ENST00000547153	ENSP00000448952
ENSG00000166046	TCP11L2	ENST00000299045	ENSP00000299045
ENSG00000166046	TCP11L2	ENST00000546625	ENSP00000449123
ENSG00000013503	POLR3B	ENST00000228347	ENSP00000228347
ENSG00000013503	POLR3B	ENST00000539066	ENSP00000445721
ENSG00000257545	RP11-144F15.1	ENST00000551505	ENSP00000449766
ENSG00000111783	RFX4	ENST00000392842	ENSP00000376585
ENSG00000111783	RFX4	ENST00000357881	ENSP00000350552
ENSG00000111783	RFX4	ENST00000229387	ENSP00000229387
ENSG00000111785	RIC8B	ENST00000392837	ENSP00000376582
ENSG00000111785	RIC8B	ENST00000392839	ENSP00000376583
ENSG00000111785	RIC8B	ENST00000355478	ENSP00000347662
ENSG00000111785	RIC8B	ENST00000549643	ENSP00000450396
ENSG00000151135	C12orf23	ENST00000548125	ENSP00000449785
ENSG00000151135	C12orf23	ENST00000280756	ENSP00000280756
ENSG00000151135	C12orf23	ENST00000547242	ENSP00000446537
ENSG00000151135	C12orf23	ENST00000551489	ENSP00000450304
ENSG00000151135	C12orf23	ENST00000550344	ENSP00000446717
ENSG00000151135	C12orf23	ENST00000547081	ENSP00000449106
ENSG00000151135	C12orf23	ENST00000551813	ENSP00000450350
ENSG00000120832	MTERFD3	ENST00000392830	ENSP00000376575
ENSG00000120832	MTERFD3	ENST00000240050	ENSP00000240050
ENSG00000120832	MTERFD3	ENST00000552029	ENSP00000447651
ENSG00000008405	CRY1	ENST00000008527	ENSP00000008527
ENSG00000151136	BTBD11	ENST00000280758	ENSP00000280758
ENSG00000151136	BTBD11	ENST00000420571	ENSP00000413889
ENSG00000151136	BTBD11	ENST00000490090	ENSP00000447319
ENSG00000151136	BTBD11	ENST00000357167	ENSP00000349690
ENSG00000151136	BTBD11	ENST00000494235	ENSP00000448322
ENSG00000136045	PWP1	ENST00000412830	ENSP00000387365
ENSG00000136045	PWP1	ENST00000541166	ENSP00000445249
ENSG00000110851	PRDM4	ENST00000228437	ENSP00000228437
ENSG00000187855	ASCL4	ENST00000342331	ENSP00000345420
ENSG00000075035	WSCD2	ENST00000547525	ENSP00000448047
ENSG00000075035	WSCD2	ENST00000261400	ENSP00000261400
ENSG00000075035	WSCD2	ENST00000332082	ENSP00000331933
ENSG00000075035	WSCD2	ENST00000549903	ENSP00000447272
ENSG00000174600	CMKLR1	ENST00000312143	ENSP00000311733
ENSG00000174600	CMKLR1	ENST00000412676	ENSP00000401293
ENSG00000174600	CMKLR1	ENST00000397688	ENSP00000380803
ENSG00000174600	CMKLR1	ENST00000552995	ENSP00000447579
ENSG00000174600	CMKLR1	ENST00000550402	ENSP00000449716
ENSG00000198855	FICD	ENST00000552695	ENSP00000446479
ENSG00000198855	FICD	ENST00000552758	ENSP00000447379
ENSG00000198855	FICD	ENST00000361549	ENSP00000354421
ENSG00000075856	SART3	ENST00000228284	ENSP00000228284
ENSG00000075856	SART3	ENST00000431469	ENSP00000414453
ENSG00000075856	SART3	ENST00000546611	ENSP00000448554
ENSG00000136003	ISCU	ENST00000535729	ENSP00000445598
ENSG00000136003	ISCU	ENST00000431221	ENSP00000411108
ENSG00000136003	ISCU	ENST00000547005	ENSP00000446606
ENSG00000136003	ISCU	ENST00000311893	ENSP00000310623
ENSG00000136003	ISCU	ENST00000392807	ENSP00000376554
ENSG00000136003	ISCU	ENST00000338291	ENSP00000344584
ENSG00000136003	ISCU	ENST00000539593	ENSP00000443272
ENSG00000183160	TMEM119	ENST00000392806	ENSP00000376553
ENSG00000110876	SELPLG	ENST00000388962	ENSP00000373614
ENSG00000110876	SELPLG	ENST00000550948	ENSP00000447752
ENSG00000110876	SELPLG	ENST00000228463	ENSP00000228463
ENSG00000110880	CORO1C	ENST00000261401	ENSP00000261401
ENSG00000110880	CORO1C	ENST00000541050	ENSP00000438341
ENSG00000110880	CORO1C	ENST00000421578	ENSP00000415554
ENSG00000110880	CORO1C	ENST00000549772	ENSP00000447534
ENSG00000110880	CORO1C	ENST00000420959	ENSP00000394496
ENSG00000084112	SSH1	ENST00000360239	ENSP00000353374
ENSG00000084112	SSH1	ENST00000326495	ENSP00000315713
ENSG00000084112	SSH1	ENST00000551165	ENSP00000448824
ENSG00000084112	SSH1	ENST00000326470	ENSP00000326107
ENSG00000110887	DAO	ENST00000551281	ENSP00000446853
ENSG00000110887	DAO	ENST00000228476	ENSP00000228476
ENSG00000135093	USP30	ENST00000392784	ENSP00000376535
ENSG00000135093	USP30	ENST00000257548	ENSP00000257548
ENSG00000189046	ALKBH2	ENST00000343075	ENSP00000343021
ENSG00000189046	ALKBH2	ENST00000429722	ENSP00000398181
ENSG00000189046	ALKBH2	ENST00000440112	ENSP00000399820
ENSG00000076248	UNG	ENST00000242576	ENSP00000242576
ENSG00000076248	UNG	ENST00000336865	ENSP00000337398
ENSG00000076555	ACACB	ENST00000338432	ENSP00000341044
ENSG00000076555	ACACB	ENST00000377848	ENSP00000367079
ENSG00000076555	ACACB	ENST00000377854	ENSP00000367085
ENSG00000076555	ACACB	ENST00000543201	ENSP00000444075
ENSG00000139445	FOXN4	ENST00000355216	ENSP00000347354
ENSG00000139445	FOXN4	ENST00000299162	ENSP00000299162
ENSG00000174527	MYO1H	ENST00000310903	ENSP00000439182
ENSG00000174527	MYO1H	ENST00000431443	ENSP00000444076
ENSG00000110906	KCTD10	ENST00000228495	ENSP00000228495
ENSG00000110906	KCTD10	ENST00000540089	ENSP00000439722
ENSG00000110906	KCTD10	ENST00000424763	ENSP00000411279
ENSG00000110906	KCTD10	ENST00000540411	ENSP00000441672
ENSG00000151148	UBE3B	ENST00000434735	ENSP00000391529
ENSG00000151148	UBE3B	ENST00000280774	ENSP00000280774
ENSG00000151148	UBE3B	ENST00000536398	ENSP00000440585
ENSG00000151148	UBE3B	ENST00000342494	ENSP00000340596
ENSG00000151148	UBE3B	ENST00000340074	ENSP00000342614
ENSG00000151148	UBE3B	ENST00000540230	ENSP00000443565
ENSG00000151148	UBE3B	ENST00000537063	ENSP00000437694
ENSG00000151148	UBE3B	ENST00000535089	ENSP00000442276
ENSG00000139428	MMAB	ENST00000545712	ENSP00000445920
ENSG00000139428	MMAB	ENST00000540016	ENSP00000474582
ENSG00000139428	MMAB	ENST00000266839	ENSP00000266839
ENSG00000110921	MVK	ENST00000539696	ENSP00000439134
ENSG00000110921	MVK	ENST00000228510	ENSP00000228510
ENSG00000110921	MVK	ENST00000392727	ENSP00000376487
ENSG00000110921	MVK	ENST00000539575	ENSP00000443551
ENSG00000110921	MVK	ENST00000541384	ENSP00000443182
ENSG00000139438	FAM222A	ENST00000538780	ENSP00000443292
ENSG00000139438	FAM222A	ENST00000358906	ENSP00000351783
ENSG00000111199	TRPV4	ENST00000418703	ENSP00000406191
ENSG00000111199	TRPV4	ENST00000261740	ENSP00000261740
ENSG00000111199	TRPV4	ENST00000392719	ENSP00000376480
ENSG00000111199	TRPV4	ENST00000346520	ENSP00000319003
ENSG00000111199	TRPV4	ENST00000544971	ENSP00000443611
ENSG00000111199	TRPV4	ENST00000537083	ENSP00000442738
ENSG00000111199	TRPV4	ENST00000541794	ENSP00000442167
ENSG00000111199	TRPV4	ENST00000536838	ENSP00000444336
ENSG00000139433	GLTP	ENST00000318348	ENSP00000315263
ENSG00000139433	GLTP	ENST00000544393	ENSP00000445919
ENSG00000139437	TCHP	ENST00000405876	ENSP00000384520
ENSG00000139437	TCHP	ENST00000312777	ENSP00000324404
ENSG00000139436	GIT2	ENST00000355312	ENSP00000347464
ENSG00000139436	GIT2	ENST00000360185	ENSP00000353312
ENSG00000139436	GIT2	ENST00000354574	ENSP00000346585
ENSG00000139436	GIT2	ENST00000338373	ENSP00000340342
ENSG00000139436	GIT2	ENST00000343646	ENSP00000340938
ENSG00000139436	GIT2	ENST00000356259	ENSP00000348595
ENSG00000139436	GIT2	ENST00000457474	ENSP00000391813
ENSG00000139436	GIT2	ENST00000361006	ENSP00000354282
ENSG00000139436	GIT2	ENST00000553118	ENSP00000447465
ENSG00000139436	GIT2	ENST00000551209	ENSP00000448832
ENSG00000139436	GIT2	ENST00000547815	ENSP00000450348
ENSG00000139436	GIT2	ENST00000320063	ENSP00000323833
ENSG00000076513	ANKRD13A	ENST00000261739	ENSP00000261739
ENSG00000174456	C12orf76	ENST00000546651	ENSP00000447351
ENSG00000174456	C12orf76	ENST00000309050	ENSP00000308368
ENSG00000174456	C12orf76	ENST00000549724	ENSP00000450232
